Activity,Start time,Duration,Number of interruptions,Duration of interruptions,Day of activity,Weekend or weekday
Wash_Lunch_Dishes,2011-07-05 13:14:56,1.3,0,0.0,Tuesday,0
Drink,2011-07-05 13:16:43,1.2833333333333334,0,0.0,Tuesday,0
Work_On_Computer,2011-07-05 13:18:53,9.8,0,0.0,Tuesday,0
Other_Activity,2011-07-05 13:28:41,1.1333333333333333,0,0.0,Tuesday,0
Entertain_Guests,2011-07-05 13:29:49,87.95,0,0.0,Tuesday,0
Other_Activity,2011-07-05 14:57:46,3.7,0,0.0,Tuesday,0
Phone,2011-07-05 15:01:28,1.6,0,0.0,Tuesday,0
Work_At_Desk,2011-07-05 15:04:45,13.833333333333334,0,0.0,Tuesday,0
Leave_Home,2011-07-05 15:18:44,1.7833333333333334,0,0.0,Tuesday,0
Other_Activity,2011-07-05 15:20:31,19.983333333333334,0,0.0,Tuesday,0
Work_On_Computer,2011-07-05 15:40:44,8.933333333333334,0,0.0,Tuesday,0
Step_Out,2011-07-05 15:49:43,2.35,0,0.0,Tuesday,0
Work_On_Computer,2011-07-05 15:52:10,13.683333333333334,0,0.0,Tuesday,0
Work_On_Computer,2011-07-05 16:06:22,2.3,0,0.0,Tuesday,0
Work_On_Computer,2011-07-05 16:09:31,15.133333333333333,0,0.0,Tuesday,0
Other_Activity,2011-07-05 16:24:39,1.25,0,0.0,Tuesday,0
Toilet,2011-07-05 16:25:57,1.5333333333333334,0,0.0,Tuesday,0
Dress,2011-07-05 16:27:37,2.816666666666667,0,0.0,Tuesday,0
Watch_TV,2011-07-05 16:30:49,21.0,0,0.0,Tuesday,0
Other_Activity,2011-07-05 16:51:49,1.3833333333333333,0,0.0,Tuesday,0
Watch_TV,2011-07-05 16:53:12,21.75,0,0.0,Tuesday,0
Leave_Home,2011-07-05 17:18:02,1.2333333333333334,0,0.0,Tuesday,0
Other_Activity,2011-07-05 17:19:16,310.3833333333333,0,0.0,Tuesday,0
Work_On_Computer,2011-07-05 22:30:03,11.716666666666667,0,0.0,Tuesday,0
Work_On_Computer,2011-07-05 22:42:40,36.35,0,0.0,Tuesday,0
Drink,2011-07-05 23:19:13,1.2166666666666666,0,0.0,Tuesday,0
Personal_Hygiene,2011-07-05 23:21:20,1.8166666666666667,0,0.0,Tuesday,0
Evening_Meds,2011-07-05 23:23:09,1.6833333333333333,0,0.0,Tuesday,0
Dress,2011-07-05 23:25:08,3.8833333333333333,0,0.0,Tuesday,0
Other_Activity,2011-07-05 23:29:01,1.3833333333333333,0,0.0,Tuesday,0
Sleep,2011-07-05 23:30:24,428.8,0,0.0,Tuesday,0
Personal_Hygiene,2011-07-06 06:39:22,8.083333333333334,0,0.0,Wednesday,0
Dress,2011-07-06 06:48:05,5.25,0,0.0,Wednesday,0
Drink,2011-07-06 06:54:23,2.3333333333333335,0,0.0,Wednesday,0
Read,2011-07-06 06:57:20,5.266666666666667,0,0.0,Wednesday,0
Other_Activity,2011-07-06 07:03:14,11.75,0,0.0,Wednesday,0
Drink,2011-07-06 07:15:45,2.1666666666666665,0,0.0,Wednesday,0
Read,2011-07-06 07:18:15,40.13333333333333,0,0.0,Wednesday,0
Toilet,2011-07-06 07:59:12,1.2333333333333334,0,0.0,Wednesday,0
Read,2011-07-06 08:00:45,50.11666666666667,0,0.0,Wednesday,0
Toilet,2011-07-06 08:51:45,1.1333333333333333,0,0.0,Wednesday,0
Dress,2011-07-06 08:53:02,2.033333333333333,0,0.0,Wednesday,0
Other_Activity,2011-07-06 08:57:26,58.2,0,0.0,Wednesday,0
Toilet,2011-07-06 09:55:58,1.5333333333333334,0,0.0,Wednesday,0
Other_Activity,2011-07-06 09:58:32,1.3,0,0.0,Wednesday,0
Personal_Hygiene,2011-07-06 09:59:57,4.483333333333333,0,0.0,Wednesday,0
Dress,2011-07-06 10:04:50,4.066666666666666,0,0.0,Wednesday,0
Other_Activity,2011-07-06 10:08:54,1.2833333333333334,0,0.0,Wednesday,0
Personal_Hygiene,2011-07-06 10:11:33,1.5833333333333333,0,0.0,Wednesday,0
Work_On_Computer,2011-07-06 10:13:26,29.1,0,0.0,Wednesday,0
Work_On_Computer,2011-07-06 10:43:31,26.4,0,0.0,Wednesday,0
Leave_Home,2011-07-06 11:12:04,5.35,0,0.0,Wednesday,0
Other_Activity,2011-07-06 11:17:25,179.86666666666667,0,0.0,Wednesday,0
Work_On_Computer,2011-07-06 14:18:28,15.466666666666667,0,0.0,Wednesday,0
Work_On_Computer,2011-07-06 14:34:54,98.68333333333334,0,0.0,Wednesday,0
Other_Activity,2011-07-06 16:13:35,1.0333333333333334,0,0.0,Wednesday,0
Work_On_Computer,2011-07-06 16:14:41,108.18333333333334,0,0.0,Wednesday,0
Cook_Dinner,2011-07-06 18:04:04,6.1,0,0.0,Wednesday,0
Dress,2011-07-06 18:10:36,2.2,0,0.0,Wednesday,0
Other_Activity,2011-07-06 18:13:46,16.116666666666667,0,0.0,Wednesday,0
Wash_Dinner_Dishes,2011-07-06 18:30:04,3.066666666666667,0,0.0,Wednesday,0
Work,2011-07-06 18:33:18,2.65,0,0.0,Wednesday,0
Dress,2011-07-06 18:36:55,2.2333333333333334,0,0.0,Wednesday,0
Watch_TV,2011-07-06 18:39:16,3.816666666666667,0,0.0,Wednesday,0
Other_Activity,2011-07-06 18:43:05,15.016666666666667,0,0.0,Wednesday,0
Watch_TV,2011-07-06 18:58:10,1.8166666666666667,0,0.0,Wednesday,0
Other_Activity,2011-07-06 18:59:59,10.016666666666667,0,0.0,Wednesday,0
Toilet,2011-07-06 19:10:04,2.0833333333333335,0,0.0,Wednesday,0
Leave_Home,2011-07-06 19:13:12,2.5166666666666666,0,0.0,Wednesday,0
Other_Activity,2011-07-06 19:15:43,191.75,0,0.0,Wednesday,0
Work_On_Computer,2011-07-06 22:27:46,23.033333333333335,0,0.0,Wednesday,0
Toilet,2011-07-06 22:51:40,2.216666666666667,0,0.0,Wednesday,0
Dress,2011-07-06 22:54:04,3.1666666666666665,0,0.0,Wednesday,0
Read,2011-07-06 22:58:04,51.733333333333334,0,0.0,Wednesday,0
Sleep,2011-07-06 23:49:48,306.4166666666667,0,0.0,Wednesday,0
Other_Activity,2011-07-07 04:56:13,1.2333333333333334,0,0.0,Thursday,0
Bed_Toilet_Transition,2011-07-07 04:57:35,3.55,0,0.0,Thursday,0
Sleep,2011-07-07 05:01:27,124.5,0,0.0,Thursday,0
Personal_Hygiene,2011-07-07 07:06:10,7.75,0,0.0,Thursday,0
Cook_Breakfast,2011-07-07 07:14:47,2.683333333333333,0,0.0,Thursday,0
Dress,2011-07-07 07:18:25,2.433333333333333,0,0.0,Thursday,0
Cook_Breakfast,2011-07-07 07:21:02,2.95,0,0.0,Thursday,0
Eat_Breakfast,2011-07-07 07:25:02,11.0,0,0.0,Thursday,0
Read,2011-07-07 07:36:02,66.6,0,0.0,Thursday,0
Groom,2011-07-07 08:43:19,3.0,0,0.0,Thursday,0
Other_Activity,2011-07-07 08:46:23,1.3666666666666667,0,0.0,Thursday,0
Other_Activity,2011-07-07 08:48:00,53.75,0,0.0,Thursday,0
Personal_Hygiene,2011-07-07 09:42:30,1.95,0,0.0,Thursday,0
Bathe,2011-07-07 09:44:27,6.333333333333333,0,0.0,Thursday,0
Groom,2011-07-07 09:50:47,4.533333333333333,0,0.0,Thursday,0
Dress,2011-07-07 09:55:55,7.466666666666667,0,0.0,Thursday,0
Other_Activity,2011-07-07 10:03:27,2.35,0,0.0,Thursday,0
Toilet,2011-07-07 10:05:51,1.5666666666666667,0,0.0,Thursday,0
Drink,2011-07-07 10:08:11,1.1833333333333333,0,0.0,Thursday,0
Work_On_Computer,2011-07-07 10:09:30,57.4,0,0.0,Thursday,0
Work_On_Computer,2011-07-07 11:07:27,33.71666666666667,0,0.0,Thursday,0
Cook_Lunch,2011-07-07 11:41:34,2.5166666666666666,0,0.0,Thursday,0
Work_On_Computer,2011-07-07 11:44:13,11.166666666666666,0,0.0,Thursday,0
Dress,2011-07-07 11:56:54,2.95,0,0.0,Thursday,0
Other_Activity,2011-07-07 11:59:51,1.3166666666666667,0,0.0,Thursday,0
Toilet,2011-07-07 12:01:13,1.0833333333333333,0,0.0,Thursday,0
Eat_Lunch,2011-07-07 12:04:16,11.116666666666667,0,0.0,Thursday,0
Other_Activity,2011-07-07 12:15:23,1.9833333333333334,0,0.0,Thursday,0
Work_On_Computer,2011-07-07 12:17:22,70.98333333333333,0,0.0,Thursday,0
Other_Activity,2011-07-07 13:29:45,1.0833333333333333,0,0.0,Thursday,0
Relax,2011-07-07 13:30:55,3.3833333333333333,0,0.0,Thursday,0
Work_On_Computer,2011-07-07 13:34:47,55.45,0,0.0,Thursday,0
Personal_Hygiene,2011-07-07 14:30:25,4.6,0,0.0,Thursday,0
Other_Activity,2011-07-07 14:35:02,1.9,0,0.0,Thursday,0
Work_At_Desk,2011-07-07 14:36:56,7.283333333333333,0,0.0,Thursday,0
Leave_Home,2011-07-07 14:44:16,1.3166666666666667,0,0.0,Thursday,0
Other_Activity,2011-07-07 14:45:35,98.3,0,0.0,Thursday,0
Work_On_Computer,2011-07-07 16:24:08,22.916666666666668,0,0.0,Thursday,0
Other_Activity,2011-07-07 16:47:06,1.8166666666666667,0,0.0,Thursday,0
Cook_Dinner,2011-07-07 16:48:58,6.8,0,0.0,Thursday,0
Other_Activity,2011-07-07 16:55:46,1.5833333333333333,0,0.0,Thursday,0
Eat_Dinner,2011-07-07 16:57:24,1.35,0,0.0,Thursday,0
Other_Activity,2011-07-07 16:58:45,14.133333333333333,0,0.0,Thursday,0
Toilet,2011-07-07 17:13:03,2.3,0,0.0,Thursday,0
Other_Activity,2011-07-07 17:16:50,5.316666666666666,0,0.0,Thursday,0
Wash_Dinner_Dishes,2011-07-07 17:22:11,2.933333333333333,0,0.0,Thursday,0
Relax,2011-07-07 17:27:24,1.9166666666666667,0,0.0,Thursday,0
Other_Activity,2011-07-07 17:29:19,4.616666666666666,0,0.0,Thursday,0
Entertain_Guests,2011-07-07 17:33:56,57.13333333333333,0,0.0,Thursday,0
Leave_Home,2011-07-07 18:31:04,1.9333333333333333,0,0.0,Thursday,0
Other_Activity,2011-07-07 18:33:00,104.86666666666666,0,0.0,Thursday,0
Step_Out,2011-07-07 20:19:03,2.716666666666667,0,0.0,Thursday,0
Work,2011-07-07 20:21:53,1.6,0,0.0,Thursday,0
Leave_Home,2011-07-07 20:23:35,4.816666666666666,0,0.0,Thursday,0
Other_Activity,2011-07-07 20:28:24,3.966666666666667,0,0.0,Thursday,0
Wash_Dinner_Dishes,2011-07-07 20:33:45,2.8833333333333333,0,0.0,Thursday,0
Leave_Home,2011-07-07 20:36:42,8.55,0,0.0,Thursday,0
Work_On_Computer,2011-07-07 20:45:30,61.233333333333334,0,0.0,Thursday,0
Dress,2011-07-07 21:49:05,2.0833333333333335,0,0.0,Thursday,0
Personal_Hygiene,2011-07-07 21:51:26,2.1333333333333333,0,0.0,Thursday,0
Watch_TV,2011-07-07 21:54:15,112.61666666666666,0,0.0,Thursday,0
Evening_Meds,2011-07-07 23:47:03,1.2166666666666666,0,0.0,Thursday,0
Watch_TV,2011-07-07 23:49:18,21.566666666666666,0,0.0,Thursday,0
Sleep,2011-07-08 00:10:54,422.66666666666663,1,3.4,Friday,0
Personal_Hygiene,2011-07-08 07:17:53,6.316666666666666,0,0.0,Friday,0
Other_Activity,2011-07-08 07:25:03,1.5833333333333333,0,0.0,Friday,0
Personal_Hygiene,2011-07-08 07:26:42,1.4333333333333333,0,0.0,Friday,0
Dress,2011-07-08 07:28:19,3.15,0,0.0,Friday,0
Cook_Breakfast,2011-07-08 07:31:42,4.933333333333334,0,0.0,Friday,0
Eat_Breakfast,2011-07-08 07:36:46,15.15,0,0.0,Friday,0
Read,2011-07-08 07:51:55,6.883333333333334,0,0.0,Friday,0
Wash_Breakfast_Dishes,2011-07-08 07:58:57,1.7333333333333334,0,0.0,Friday,0
Work_On_Computer,2011-07-08 08:01:04,47.53333333333333,0,0.0,Friday,0
Groom,2011-07-08 08:49:19,3.6166666666666667,0,0.0,Friday,0
Leave_Home,2011-07-08 08:54:01,2.2333333333333334,0,0.0,Friday,0
Other_Activity,2011-07-08 08:56:15,67.2,0,0.0,Friday,0
Other_Activity,2011-07-08 10:03:39,1.1,0,0.0,Friday,0
Personal_Hygiene,2011-07-08 10:04:48,6.95,0,0.0,Friday,0
Dress,2011-07-08 10:12:05,3.816666666666667,0,0.0,Friday,0
Personal_Hygiene,2011-07-08 10:17:28,2.1166666666666667,0,0.0,Friday,0
Groom,2011-07-08 10:20:05,1.4166666666666667,0,0.0,Friday,0
Other_Activity,2011-07-08 10:21:30,2.3333333333333335,0,0.0,Friday,0
Other_Activity,2011-07-08 10:24:56,1.2333333333333334,0,0.0,Friday,0
Dress,2011-07-08 10:26:10,3.9833333333333334,0,0.0,Friday,0
Read,2011-07-08 10:30:50,8.6,0,0.0,Friday,0
Other_Activity,2011-07-08 10:39:26,2.966666666666667,0,0.0,Friday,0
Toilet,2011-07-08 10:42:25,1.2666666666666666,0,0.0,Friday,0
Work_On_Computer,2011-07-08 10:43:56,28.833333333333332,0,0.0,Friday,0
Toilet,2011-07-08 11:12:57,1.2666666666666666,0,0.0,Friday,0
Work_On_Computer,2011-07-08 11:14:26,3.066666666666667,0,0.0,Friday,0
Other_Activity,2011-07-08 11:17:30,1.1166666666666667,0,0.0,Friday,0
Work_On_Computer,2011-07-08 11:18:37,10.65,0,0.0,Friday,0
Cook_Lunch,2011-07-08 11:29:26,4.583333333333333,0,0.0,Friday,0
Eat_Lunch,2011-07-08 11:34:14,12.933333333333334,0,0.0,Friday,0
Wash_Lunch_Dishes,2011-07-08 11:47:23,3.1,0,0.0,Friday,0
Work_On_Computer,2011-07-08 11:50:36,12.383333333333333,0,0.0,Friday,0
Toilet,2011-07-08 12:03:11,4.166666666666667,0,0.0,Friday,0
Dress,2011-07-08 12:08:05,2.65,0,0.0,Friday,0
Work_On_Computer,2011-07-08 12:12:16,16.166666666666668,0,0.0,Friday,0
Dress,2011-07-08 12:28:55,4.833333333333333,0,0.0,Friday,0
Toilet,2011-07-08 12:34:01,1.0333333333333334,0,0.0,Friday,0
Work_On_Computer,2011-07-08 12:35:14,56.35,0,0.0,Friday,0
Dress,2011-07-08 13:32:39,1.1666666666666667,0,0.0,Friday,0
Other_Activity,2011-07-08 13:34:51,1.35,0,0.0,Friday,0
Leave_Home,2011-07-08 13:36:37,1.65,0,0.0,Friday,0
Other_Activity,2011-07-08 13:38:16,79.2,0,0.0,Friday,0
Other_Activity,2011-07-08 14:57:36,4.516666666666667,0,0.0,Friday,0
Work_On_Computer,2011-07-08 15:02:07,20.45,0,0.0,Friday,0
Toilet,2011-07-08 15:23:24,1.2833333333333334,0,0.0,Friday,0
Leave_Home,2011-07-08 15:25:07,2.216666666666667,0,0.0,Friday,0
Other_Activity,2011-07-08 15:27:20,53.65,0,0.0,Friday,0
Wash_Dishes,2011-07-08 16:21:42,8.066666666666666,0,0.0,Friday,0
Step_Out,2011-07-08 16:30:28,1.0666666666666667,0,0.0,Friday,0
Wash_Dishes,2011-07-08 16:31:44,1.5,0,0.0,Friday,0
Leave_Home,2011-07-08 16:33:19,1.1666666666666667,0,0.0,Friday,0
Other_Activity,2011-07-08 16:34:29,31.433333333333334,0,0.0,Friday,0
Cook_Dinner,2011-07-08 17:06:16,4.616666666666666,0,0.0,Friday,0
Eat_Dinner,2011-07-08 17:11:57,20.916666666666668,0,0.0,Friday,0
Drink,2011-07-08 17:33:03,1.4166666666666667,0,0.0,Friday,0
Relax,2011-07-08 17:34:35,1.3,0,0.0,Friday,0
Other_Activity,2011-07-08 17:35:53,2.816666666666667,0,0.0,Friday,0
Dress,2011-07-08 17:38:42,1.4166666666666667,0,0.0,Friday,0
Toilet,2011-07-08 17:40:14,1.7666666666666666,0,0.0,Friday,0
Work_On_Computer,2011-07-08 17:43:00,7.033333333333333,0,0.0,Friday,0
Wash_Dinner_Dishes,2011-07-08 17:50:46,4.566666666666666,0,0.0,Friday,0
Other_Activity,2011-07-08 17:56:28,15.583333333333334,0,0.0,Friday,0
Wash_Dinner_Dishes,2011-07-08 18:12:25,1.5833333333333333,0,0.0,Friday,0
Other_Activity,2011-07-08 18:15:58,43.6,0,0.0,Friday,0
Dress,2011-07-08 18:59:34,4.716666666666667,0,0.0,Friday,0
Phone,2011-07-08 19:04:17,5.366666666666666,0,0.0,Friday,0
Other_Activity,2011-07-08 19:09:39,1.7166666666666666,0,0.0,Friday,0
Personal_Hygiene,2011-07-08 19:11:22,5.733333333333333,0,0.0,Friday,0
Work,2011-07-08 19:18:08,2.25,0,0.0,Friday,0
Other_Activity,2011-07-08 19:20:55,72.26666666666667,0,0.0,Friday,0
Work_At_Desk,2011-07-08 20:33:42,6.083333333333333,0,0.0,Friday,0
Other_Activity,2011-07-08 20:40:18,95.98333333333333,0,0.0,Friday,0
Work_On_Computer,2011-07-08 22:16:31,15.25,0,0.0,Friday,0
Dress,2011-07-08 22:32:03,2.65,0,0.0,Friday,0
Toilet,2011-07-08 22:34:59,4.083333333333333,0,0.0,Friday,0
Drink,2011-07-08 22:39:13,1.2333333333333334,0,0.0,Friday,0
Other_Activity,2011-07-08 22:40:27,2.95,0,0.0,Friday,0
Evening_Meds,2011-07-08 22:43:40,1.1,0,0.0,Friday,0
Dress,2011-07-08 22:45:07,4.25,0,0.0,Friday,0
Wash_Dishes,2011-07-08 22:50:41,3.816666666666667,0,0.0,Friday,0
Watch_TV,2011-07-08 22:55:16,73.63333333333334,0,0.0,Friday,0
Sleep,2011-07-09 00:09:32,391.85,1,1.55,Saturday,1
Personal_Hygiene,2011-07-09 06:45:07,9.016666666666667,0,0.0,Saturday,1
Bathe,2011-07-09 06:54:08,7.233333333333333,0,0.0,Saturday,1
Groom,2011-07-09 07:01:36,6.45,0,0.0,Saturday,1
Other_Activity,2011-07-09 07:09:13,1.2,0,0.0,Saturday,1
Dress,2011-07-09 07:10:25,3.0166666666666666,0,0.0,Saturday,1
Other_Activity,2011-07-09 07:13:26,1.0833333333333333,0,0.0,Saturday,1
Dress,2011-07-09 07:14:31,3.1,0,0.0,Saturday,1
Drink,2011-07-09 07:18:29,1.7333333333333334,0,0.0,Saturday,1
Morning_Meds,2011-07-09 07:20:19,2.3333333333333335,0,0.0,Saturday,1
Dress,2011-07-09 07:22:47,2.95,0,0.0,Saturday,1
Cook_Breakfast,2011-07-09 07:26:40,3.533333333333333,0,0.0,Saturday,1
Other_Activity,2011-07-09 07:30:13,1.7166666666666666,0,0.0,Saturday,1
Cook_Breakfast,2011-07-09 07:31:56,2.05,0,0.0,Saturday,1
Eat_Breakfast,2011-07-09 07:34:44,14.2,0,0.0,Saturday,1
Read,2011-07-09 07:48:56,51.2,0,0.0,Saturday,1
Wash_Breakfast_Dishes,2011-07-09 08:40:38,1.4333333333333333,0,0.0,Saturday,1
Other_Activity,2011-07-09 08:42:16,5.0,0,0.0,Saturday,1
Toilet,2011-07-09 08:47:16,3.85,0,0.0,Saturday,1
Work_On_Computer,2011-07-09 08:51:31,16.016666666666666,0,0.0,Saturday,1
Other_Activity,2011-07-09 09:07:32,2.2,0,0.0,Saturday,1
Step_Out,2011-07-09 09:09:44,2.3666666666666667,0,0.0,Saturday,1
Step_Out,2011-07-09 09:12:35,1.8166666666666667,0,0.0,Saturday,1
Leave_Home,2011-07-09 09:15:36,1.8,0,0.0,Saturday,1
Other_Activity,2011-07-09 09:17:24,568.55,0,0.0,Saturday,1
Work_On_Computer,2011-07-09 18:46:11,21.266666666666666,0,0.0,Saturday,1
Work_On_Computer,2011-07-09 19:07:54,41.0,0,0.0,Saturday,1
Work_On_Computer,2011-07-09 19:49:30,26.033333333333335,0,0.0,Saturday,1
Other_Activity,2011-07-09 20:15:32,2.066666666666667,0,0.0,Saturday,1
Toilet,2011-07-09 20:17:40,1.25,0,0.0,Saturday,1
Cook_Dinner,2011-07-09 20:19:56,7.583333333333333,0,0.0,Saturday,1
Eat_Dinner,2011-07-09 20:27:37,9.966666666666667,0,0.0,Saturday,1
Wash_Dinner_Dishes,2011-07-09 20:38:10,2.4166666666666665,0,0.0,Saturday,1
Work_On_Computer,2011-07-09 20:40:52,19.383333333333333,0,0.0,Saturday,1
Wash_Dinner_Dishes,2011-07-09 21:00:28,1.4333333333333333,0,0.0,Saturday,1
Other_Activity,2011-07-09 21:01:56,2.3,0,0.0,Saturday,1
Toilet,2011-07-09 21:04:18,2.316666666666667,0,0.0,Saturday,1
Personal_Hygiene,2011-07-09 21:07:02,1.6333333333333333,0,0.0,Saturday,1
Other_Activity,2011-07-09 21:08:44,3.9833333333333334,0,0.0,Saturday,1
Work,2011-07-09 21:12:43,2.283333333333333,0,0.0,Saturday,1
Other_Activity,2011-07-09 21:15:00,1.05,0,0.0,Saturday,1
Phone,2011-07-09 21:16:04,5.766666666666667,0,0.0,Saturday,1
Dress,2011-07-09 21:23:03,6.533333333333333,0,0.0,Saturday,1
Other_Activity,2011-07-09 21:31:07,3.3,0,0.0,Saturday,1
Watch_TV,2011-07-09 21:34:25,9.45,0,0.0,Saturday,1
Other_Activity,2011-07-09 21:45:51,2.066666666666667,0,0.0,Saturday,1
Phone,2011-07-09 21:47:55,16.7,0,0.0,Saturday,1
Other_Activity,2011-07-09 22:04:37,1.75,0,0.0,Saturday,1
Toilet,2011-07-09 22:06:25,1.45,0,0.0,Saturday,1
Dress,2011-07-09 22:08:04,2.716666666666667,0,0.0,Saturday,1
Sleep,2011-07-09 22:10:47,407.0,1,2.8666666666666667,Saturday,1
Personal_Hygiene,2011-07-10 05:01:23,1.5333333333333334,0,0.0,Sunday,1
Personal_Hygiene,2011-07-10 05:03:00,12.983333333333333,0,0.0,Sunday,1
Dress,2011-07-10 05:16:39,8.4,0,0.0,Sunday,1
Drink,2011-07-10 05:25:12,2.5833333333333335,0,0.0,Sunday,1
Relax,2011-07-10 05:27:50,2.533333333333333,0,0.0,Sunday,1
Toilet,2011-07-10 05:31:05,3.2,0,0.0,Sunday,1
Other_Activity,2011-07-10 05:34:19,2.183333333333333,0,0.0,Sunday,1
Work_At_Desk,2011-07-10 05:36:33,3.183333333333333,0,0.0,Sunday,1
Other_Activity,2011-07-10 05:39:44,1.65,0,0.0,Sunday,1
Toilet,2011-07-10 05:41:28,1.0666666666666667,0,0.0,Sunday,1
Leave_Home,2011-07-10 05:42:38,1.9,0,0.0,Sunday,1
Other_Activity,2011-07-10 05:44:32,1564.1833333333334,0,0.0,Sunday,1
Other_Activity,2011-07-11 07:49:24,4.083333333333333,0,0.0,Monday,0
Other_Activity,2011-07-11 07:54:05,10.25,0,0.0,Monday,0
Enter_Home,2011-07-11 08:04:20,1.25,0,0.0,Monday,0
Entertain_Guests,2011-07-11 08:05:35,34.15,0,0.0,Monday,0
Work_On_Computer,2011-07-11 08:39:52,7.166666666666667,0,0.0,Monday,0
Personal_Hygiene,2011-07-11 08:47:47,1.05,0,0.0,Monday,0
Other_Activity,2011-07-11 08:48:50,2.2333333333333334,0,0.0,Monday,0
Phone,2011-07-11 08:51:04,7.033333333333333,0,0.0,Monday,0
Other_Activity,2011-07-11 08:58:09,2.316666666666667,0,0.0,Monday,0
Leave_Home,2011-07-11 09:00:28,6.183333333333334,0,0.0,Monday,0
Other_Activity,2011-07-11 09:06:39,2237.75,0,0.0,Monday,0
Other_Activity,2011-07-12 22:24:42,1.9666666666666666,0,0.0,Tuesday,0
Work_On_Computer,2011-07-12 22:26:40,9.55,0,0.0,Tuesday,0
Work_On_Computer,2011-07-12 22:37:54,39.43333333333333,0,0.0,Tuesday,0
Other_Activity,2011-07-12 23:17:20,1.6,0,0.0,Tuesday,0
Personal_Hygiene,2011-07-12 23:19:01,1.7833333333333334,0,0.0,Tuesday,0
Dress,2011-07-12 23:21:24,5.883333333333334,0,0.0,Tuesday,0
Other_Activity,2011-07-12 23:27:17,2.6333333333333333,0,0.0,Tuesday,0
Groom,2011-07-12 23:30:59,3.066666666666667,0,0.0,Tuesday,0
Groom,2011-07-12 23:34:48,1.0833333333333333,0,0.0,Tuesday,0
Other_Activity,2011-07-12 23:37:13,2.6333333333333333,0,0.0,Tuesday,0
Sleep,2011-07-12 23:39:51,420.51666666666665,1,3.966666666666667,Tuesday,0
Other_Activity,2011-07-13 06:45:59,2.933333333333333,0,0.0,Wednesday,0
Personal_Hygiene,2011-07-13 06:48:55,11.3,0,0.0,Wednesday,0
Dress,2011-07-13 07:00:24,2.7666666666666666,0,0.0,Wednesday,0
Dress,2011-07-13 07:03:10,1.4166666666666667,0,0.0,Wednesday,0
Other_Activity,2011-07-13 07:04:35,3.35,0,0.0,Wednesday,0
Read,2011-07-13 07:07:56,3.7,0,0.0,Wednesday,0
Cook_Breakfast,2011-07-13 07:11:52,2.966666666666667,0,0.0,Wednesday,0
Other_Activity,2011-07-13 07:14:52,2.066666666666667,0,0.0,Wednesday,0
Work_On_Computer,2011-07-13 07:17:00,4.3,0,0.0,Wednesday,0
Other_Activity,2011-07-13 07:21:18,2.6333333333333333,0,0.0,Wednesday,0
Other_Activity,2011-07-13 07:24:49,1.0166666666666666,0,0.0,Wednesday,0
Cook_Breakfast,2011-07-13 07:26:41,5.316666666666666,0,0.0,Wednesday,0
Eat_Breakfast,2011-07-13 07:32:57,10.633333333333333,0,0.0,Wednesday,0
Read,2011-07-13 07:43:35,44.6,0,0.0,Wednesday,0
Wash_Breakfast_Dishes,2011-07-13 08:28:20,1.05,0,0.0,Wednesday,0
Toilet,2011-07-13 08:29:29,2.4,0,0.0,Wednesday,0
Work_On_Computer,2011-07-13 08:32:04,31.216666666666665,0,0.0,Wednesday,0
Other_Activity,2011-07-13 09:03:17,1.1833333333333333,0,0.0,Wednesday,0
Other_Activity,2011-07-13 09:04:57,3.3833333333333333,0,0.0,Wednesday,0
Entertain_Guests,2011-07-13 09:08:32,163.28333333333333,0,0.0,Wednesday,0
Other_Activity,2011-07-13 11:52:18,9.916666666666666,0,0.0,Wednesday,0
Entertain_Guests,2011-07-13 12:02:28,33.416666666666664,0,0.0,Wednesday,0
Other_Activity,2011-07-13 12:35:53,1.0666666666666667,0,0.0,Wednesday,0
Drink,2011-07-13 12:37:03,1.25,0,0.0,Wednesday,0
Other_Activity,2011-07-13 12:38:20,1.75,0,0.0,Wednesday,0
Work_On_Computer,2011-07-13 12:40:08,9.0,0,0.0,Wednesday,0
Other_Activity,2011-07-13 12:49:08,3.1,0,0.0,Wednesday,0
Work_On_Computer,2011-07-13 12:52:14,9.833333333333334,0,0.0,Wednesday,0
Other_Activity,2011-07-13 13:02:04,1.75,0,0.0,Wednesday,0
Work_On_Computer,2011-07-13 13:03:49,32.56666666666667,0,0.0,Wednesday,0
Leave_Home,2011-07-13 13:36:48,2.45,0,0.0,Wednesday,0
Other_Activity,2011-07-13 13:39:15,12.75,0,0.0,Wednesday,0
Work_On_Computer,2011-07-13 13:52:15,57.86666666666667,0,0.0,Wednesday,0
Other_Activity,2011-07-13 14:50:07,2.283333333333333,0,0.0,Wednesday,0
Work_On_Computer,2011-07-13 14:52:24,31.0,0,0.0,Wednesday,0
Other_Activity,2011-07-13 15:24:33,1.3,0,0.0,Wednesday,0
Work,2011-07-13 15:25:51,1.2,0,0.0,Wednesday,0
Other_Activity,2011-07-13 15:27:03,2.966666666666667,0,0.0,Wednesday,0
Work_On_Computer,2011-07-13 15:30:01,69.8,0,0.0,Wednesday,0
Toilet,2011-07-13 16:39:57,2.3,0,0.0,Wednesday,0
Dress,2011-07-13 16:43:40,1.1,0,0.0,Wednesday,0
Dress,2011-07-13 16:44:59,2.0,0,0.0,Wednesday,0
Other_Activity,2011-07-13 16:46:59,2.183333333333333,0,0.0,Wednesday,0
