Activity,Start time,Duration,Number of interruptions,Duration of interruptions,Day of activity,Weekend or weekday,Start time short
Personal_Hygiene,2011-07-26 07:09:45,8.983333333333333,0,0.0,Tuesday,0,07:09:45
Cook_Breakfast,2011-07-26 07:19:18,3.783333333333333,0,0.0,Tuesday,0,07:19:18
Dress,2011-07-26 07:23:15,3.8333333333333335,0,0.0,Tuesday,0,07:23:15
Eat_Breakfast,2011-07-26 07:30:59,19.833333333333332,0,0.0,Tuesday,0,07:30:59
Read,2011-07-26 07:50:49,55.56666666666667,0,0.0,Tuesday,0,07:50:49
Wash_Breakfast_Dishes,2011-07-26 08:46:35,1.1333333333333333,0,0.0,Tuesday,0,08:46:35
Toilet,2011-07-26 08:47:52,2.5,0,0.0,Tuesday,0,08:47:52
Personal_Hygiene,2011-07-26 08:50:42,11.916666666666666,0,0.0,Tuesday,0,08:50:42
Other_Activity,2011-07-26 09:02:42,1.1166666666666667,0,0.0,Tuesday,0,09:02:42
Dress,2011-07-26 09:03:49,3.8333333333333335,0,0.0,Tuesday,0,09:03:49
Other_Activity,2011-07-26 09:08:27,1.6333333333333333,0,0.0,Tuesday,0,09:08:27
Dress,2011-07-26 09:10:42,1.4666666666666666,0,0.0,Tuesday,0,09:10:42
Other_Activity,2011-07-26 09:12:11,4.866666666666666,0,0.0,Tuesday,0,09:12:11
Work_On_Computer,2011-07-26 09:17:03,80.21666666666667,0,0.0,Tuesday,0,09:17:03
Work_On_Computer,2011-07-26 10:38:49,42.61666666666667,0,0.0,Tuesday,0,10:38:49
Toilet,2011-07-26 11:21:34,3.066666666666667,0,0.0,Tuesday,0,11:21:34
Other_Activity,2011-07-26 11:24:54,1.2,0,0.0,Tuesday,0,11:24:54
Dress,2011-07-26 11:26:06,2.85,0,0.0,Tuesday,0,11:26:06
Work_On_Computer,2011-07-26 11:29:38,76.15,0,0.0,Tuesday,0,11:29:38
Toilet,2011-07-26 12:46:22,1.65,0,0.0,Tuesday,0,12:46:22
Other_Activity,2011-07-26 12:48:03,1.3666666666666667,0,0.0,Tuesday,0,12:48:03
Personal_Hygiene,2011-07-26 12:49:30,1.05,0,0.0,Tuesday,0,12:49:30
Other_Activity,2011-07-26 12:50:36,1.4333333333333333,0,0.0,Tuesday,0,12:50:36
Drink,2011-07-26 12:52:09,1.9333333333333333,0,0.0,Tuesday,0,12:52:09
Work_On_Computer,2011-07-26 12:54:12,10.666666666666666,0,0.0,Tuesday,0,12:54:12
Other_Activity,2011-07-26 13:04:52,4.5,0,0.0,Tuesday,0,13:04:52
Work_On_Computer,2011-07-26 13:09:22,11.866666666666667,0,0.0,Tuesday,0,13:09:22
Leave_Home,2011-07-26 13:21:21,3.2666666666666666,0,0.0,Tuesday,0,13:21:21
Other_Activity,2011-07-26 13:24:37,59.016666666666666,0,0.0,Tuesday,0,13:24:37
Work_On_Computer,2011-07-26 14:24:07,40.55,0,0.0,Tuesday,0,14:24:07
Toilet,2011-07-26 15:05:14,1.3333333333333333,0,0.0,Tuesday,0,15:05:14
Work_On_Computer,2011-07-26 15:07:09,4.133333333333334,0,0.0,Tuesday,0,15:07:09
Other_Activity,2011-07-26 15:12:28,1.1166666666666667,0,0.0,Tuesday,0,15:12:28
Work_On_Computer,2011-07-26 15:13:35,1.6333333333333333,0,0.0,Tuesday,0,15:13:35
Work_On_Computer,2011-07-26 15:16:05,3.3666666666666667,0,0.0,Tuesday,0,15:16:05
Other_Activity,2011-07-26 15:19:27,1.2,0,0.0,Tuesday,0,15:19:27
Other_Activity,2011-07-26 15:21:42,3.3833333333333333,0,0.0,Tuesday,0,15:21:42
Work_On_Computer,2011-07-26 15:25:05,39.4,0,0.0,Tuesday,0,15:25:05
Leave_Home,2011-07-26 16:04:37,4.166666666666667,0,0.0,Tuesday,0,16:04:37
Other_Activity,2011-07-26 16:08:47,3.933333333333333,0,0.0,Tuesday,0,16:08:47
Work_On_Computer,2011-07-26 16:12:59,42.1,0,0.0,Tuesday,0,16:12:59
Other_Activity,2011-07-26 16:56:37,6.466666666666667,0,0.0,Tuesday,0,16:56:37
Work_On_Computer,2011-07-26 17:03:19,3.6333333333333333,0,0.0,Tuesday,0,17:03:19
Watch_TV,2011-07-26 17:07:50,36.85,0,0.0,Tuesday,0,17:07:50
Cook_Dinner,2011-07-26 17:45:23,6.3,0,0.0,Tuesday,0,17:45:23
Toilet,2011-07-26 17:52:47,1.0166666666666666,0,0.0,Tuesday,0,17:52:47
Cook_Dinner,2011-07-26 17:54:28,3.283333333333333,0,0.0,Tuesday,0,17:54:28
Watch_TV,2011-07-26 17:57:54,2.316666666666667,0,0.0,Tuesday,0,17:57:54
Other_Activity,2011-07-26 18:01:23,26.016666666666666,0,0.0,Tuesday,0,18:01:23
Cook_Dinner,2011-07-26 18:27:34,1.9166666666666667,0,0.0,Tuesday,0,18:27:34
Other_Activity,2011-07-26 18:30:28,26.25,0,0.0,Tuesday,0,18:30:28
Other_Activity,2011-07-26 18:57:07,1.2833333333333334,0,0.0,Tuesday,0,18:57:07
Cook_Dinner,2011-07-26 18:58:24,1.0166666666666666,0,0.0,Tuesday,0,18:58:24
Watch_TV,2011-07-26 18:59:31,3.3666666666666667,0,0.0,Tuesday,0,18:59:31
Other_Activity,2011-07-26 19:03:12,1.7833333333333334,0,0.0,Tuesday,0,19:03:12
Eat_Dinner,2011-07-26 19:05:09,5.2,0,0.0,Tuesday,0,19:05:09
Eat_Dinner,2011-07-26 19:10:47,3.85,0,0.0,Tuesday,0,19:10:47
Watch_TV,2011-07-26 19:15:01,19.45,0,0.0,Tuesday,0,19:15:01
Watch_TV,2011-07-26 19:35:14,29.266666666666666,0,0.0,Tuesday,0,19:35:14
Other_Activity,2011-07-26 20:05:15,1.3333333333333333,0,0.0,Tuesday,0,20:05:15
Watch_TV,2011-07-26 20:07:13,14.816666666666666,0,0.0,Tuesday,0,20:07:13
Other_Activity,2011-07-26 20:22:02,1.5666666666666667,0,0.0,Tuesday,0,20:22:02
Personal_Hygiene,2011-07-26 20:23:40,3.75,0,0.0,Tuesday,0,20:23:40
Other_Activity,2011-07-26 20:27:29,2.3666666666666667,0,0.0,Tuesday,0,20:27:29
Work_On_Computer,2011-07-26 20:29:51,20.316666666666666,0,0.0,Tuesday,0,20:29:51
Leave_Home,2011-07-26 20:50:17,12.483333333333333,0,0.0,Tuesday,0,20:50:17
Work_On_Computer,2011-07-26 21:03:06,45.88333333333333,0,0.0,Tuesday,0,21:03:06
Watch_TV,2011-07-26 21:49:21,9.85,0,0.0,Tuesday,0,21:49:21
Work_On_Computer,2011-07-26 21:59:26,6.766666666666667,0,0.0,Tuesday,0,21:59:26
Toilet,2011-07-26 22:06:28,2.4833333333333334,0,0.0,Tuesday,0,22:06:28
Dress,2011-07-26 22:10:04,2.066666666666667,0,0.0,Tuesday,0,22:10:04
Work,2011-07-26 22:12:43,4.35,0,0.0,Tuesday,0,22:12:43
Other_Activity,2011-07-26 22:17:04,3.2,0,0.0,Tuesday,0,22:17:04
Watch_TV,2011-07-26 22:20:17,1.4833333333333334,0,0.0,Tuesday,0,22:20:17
Watch_TV,2011-07-26 22:22:39,81.91666666666667,0,0.0,Tuesday,0,22:22:39
Sleep,2011-07-26 23:44:34,436.79999999999995,1,3.1499999999999773,Tuesday,0,23:44:34
Other_Activity,2011-07-27 07:07:00,2.5166666666666666,0,0.0,Wednesday,0,07:07:00
Personal_Hygiene,2011-07-27 07:09:31,5.95,0,0.0,Wednesday,0,07:09:31
Drink,2011-07-27 07:15:55,1.4166666666666667,0,0.0,Wednesday,0,07:15:55
Other_Activity,2011-07-27 07:17:20,5.583333333333333,0,0.0,Wednesday,0,07:17:20
Read,2011-07-27 07:24:28,7.75,0,0.0,Wednesday,0,07:24:28
Cook_Breakfast,2011-07-27 07:32:23,2.8333333333333335,0,0.0,Wednesday,0,07:32:23
Eat_Breakfast,2011-07-27 07:35:28,6.933333333333334,0,0.0,Wednesday,0,07:35:28
Toilet,2011-07-27 07:42:37,2.183333333333333,0,0.0,Wednesday,0,07:42:37
Read,2011-07-27 07:44:57,63.516666666666666,0,0.0,Wednesday,0,07:44:57
Toilet,2011-07-27 08:49:17,1.1666666666666667,0,0.0,Wednesday,0,08:49:17
Other_Activity,2011-07-27 08:50:36,2.0166666666666666,0,0.0,Wednesday,0,08:50:36
Leave_Home,2011-07-27 08:53:16,5.033333333333333,0,0.0,Wednesday,0,08:53:16
Other_Activity,2011-07-27 08:58:18,58.1,0,0.0,Wednesday,0,08:58:18
Bathe,2011-07-27 09:56:48,9.533333333333333,0,0.0,Wednesday,0,09:56:48
Groom,2011-07-27 10:06:26,5.216666666666667,0,0.0,Wednesday,0,10:06:26
Dress,2011-07-27 10:12:09,3.283333333333333,0,0.0,Wednesday,0,10:12:09
Other_Activity,2011-07-27 10:15:26,1.2333333333333334,0,0.0,Wednesday,0,10:15:26
Groom,2011-07-27 10:17:11,1.3833333333333333,0,0.0,Wednesday,0,10:17:11
Work_On_Computer,2011-07-27 10:19:21,108.86666666666666,0,0.0,Wednesday,0,10:19:21
Cook_Lunch,2011-07-27 12:08:27,6.966666666666667,0,0.0,Wednesday,0,12:08:27
Eat_Lunch,2011-07-27 12:15:36,22.216666666666665,0,0.0,Wednesday,0,12:15:36
Work_On_Computer,2011-07-27 12:37:49,48.15,0,0.0,Wednesday,0,12:37:49
Personal_Hygiene,2011-07-27 13:27:10,5.033333333333333,0,0.0,Wednesday,0,13:27:10
Other_Activity,2011-07-27 13:32:16,1.7166666666666666,0,0.0,Wednesday,0,13:32:16
Dress,2011-07-27 13:33:59,1.05,0,0.0,Wednesday,0,13:33:59
Other_Activity,2011-07-27 13:35:02,1.4,0,0.0,Wednesday,0,13:35:02
Work_On_Computer,2011-07-27 13:36:26,21.1,0,0.0,Wednesday,0,13:36:26
Leave_Home,2011-07-27 13:59:06,3.283333333333333,0,0.0,Wednesday,0,13:59:06
Other_Activity,2011-07-27 14:02:23,107.5,0,0.0,Wednesday,0,14:02:23
Work_On_Computer,2011-07-27 15:52:13,65.0,0,0.0,Wednesday,0,15:52:13
Work_On_Computer,2011-07-27 16:58:44,33.86666666666667,0,0.0,Wednesday,0,16:58:44
Cook_Dinner,2011-07-27 17:32:48,2.0166666666666666,0,0.0,Wednesday,0,17:32:48
Cook_Dinner,2011-07-27 17:35:18,2.1,0,0.0,Wednesday,0,17:35:18
Cook_Dinner,2011-07-27 17:38:21,1.2666666666666666,0,0.0,Wednesday,0,17:38:21
Watch_TV,2011-07-27 17:40:12,16.15,0,0.0,Wednesday,0,17:40:12
Eat_Dinner,2011-07-27 17:58:03,1.8166666666666667,0,0.0,Wednesday,0,17:58:03
Other_Activity,2011-07-27 17:59:52,7.85,0,0.0,Wednesday,0,17:59:52
Watch_TV,2011-07-27 18:11:09,11.066666666666666,0,0.0,Wednesday,0,18:11:09
Other_Activity,2011-07-27 18:22:43,1.3666666666666667,0,0.0,Wednesday,0,18:22:43
Leave_Home,2011-07-27 18:24:07,3.6166666666666667,0,0.0,Wednesday,0,18:24:07
Other_Activity,2011-07-27 18:27:44,299.28333333333336,0,0.0,Wednesday,0,18:27:44
Work_On_Computer,2011-07-27 23:27:20,14.433333333333334,0,0.0,Wednesday,0,23:27:20
Personal_Hygiene,2011-07-27 23:42:05,1.9,0,0.0,Wednesday,0,23:42:05
Personal_Hygiene,2011-07-27 23:44:00,1.1666666666666667,0,0.0,Wednesday,0,23:44:00
Evening_Meds,2011-07-27 23:45:10,1.1333333333333333,0,0.0,Wednesday,0,23:45:10
Other_Activity,2011-07-27 23:46:20,1.0666666666666667,0,0.0,Wednesday,0,23:46:20
Dress,2011-07-27 23:47:43,2.85,0,0.0,Wednesday,0,23:47:43
Watch_TV,2011-07-27 23:50:57,16.933333333333334,0,0.0,Wednesday,0,23:50:57
Other_Activity,2011-07-28 00:08:22,1.7666666666666666,0,0.0,Thursday,0,00:08:22
Sleep,2011-07-28 00:10:56,409.1333333333333,1,4.066666666666663,Thursday,0,00:10:56
Personal_Hygiene,2011-07-28 07:05:05,1.9833333333333334,0,0.0,Thursday,0,07:05:05
Personal_Hygiene,2011-07-28 07:07:29,5.416666666666667,0,0.0,Thursday,0,07:07:29
Cook_Breakfast,2011-07-28 07:13:50,1.9666666666666666,0,0.0,Thursday,0,07:13:50
Dress,2011-07-28 07:15:53,3.033333333333333,0,0.0,Thursday,0,07:15:53
Cook_Breakfast,2011-07-28 07:19:00,9.2,0,0.0,Thursday,0,07:19:00
Eat_Breakfast,2011-07-28 07:29:51,14.3,0,0.0,Thursday,0,07:29:51
Read,2011-07-28 07:44:09,55.18333333333333,0,0.0,Thursday,0,07:44:09
Groom,2011-07-28 08:40:02,2.9,0,0.0,Thursday,0,08:40:02
Other_Activity,2011-07-28 08:43:03,1.2,0,0.0,Thursday,0,08:43:03
Leave_Home,2011-07-28 08:44:15,4.933333333333334,0,0.0,Thursday,0,08:44:15
Other_Activity,2011-07-28 08:49:11,53.8,0,0.0,Thursday,0,08:49:11
Personal_Hygiene,2011-07-28 09:43:47,1.3,0,0.0,Thursday,0,09:43:47
Other_Activity,2011-07-28 09:45:11,1.35,0,0.0,Thursday,0,09:45:11
Bathe,2011-07-28 09:46:36,12.133333333333333,0,0.0,Thursday,0,09:46:36
Dress,2011-07-28 10:00:25,6.0,0,0.0,Thursday,0,10:00:25
Groom,2011-07-28 10:06:44,2.35,0,0.0,Thursday,0,10:06:44
Drink,2011-07-28 10:09:09,2.15,0,0.0,Thursday,0,10:09:09
Work_On_Computer,2011-07-28 10:11:25,62.483333333333334,0,0.0,Thursday,0,10:11:25
Toilet,2011-07-28 11:14:21,2.1,0,0.0,Thursday,0,11:14:21
Work_On_Computer,2011-07-28 11:18:13,11.483333333333333,0,0.0,Thursday,0,11:18:13
Leave_Home,2011-07-28 11:31:03,5.2,0,0.0,Thursday,0,11:31:03
Other_Activity,2011-07-28 11:36:15,13.033333333333333,0,0.0,Thursday,0,11:36:15
Other_Activity,2011-07-28 11:50:00,8.033333333333333,0,0.0,Thursday,0,11:50:00
Work_At_Table,2011-07-28 11:58:02,27.416666666666668,0,0.0,Thursday,0,11:58:02
Leave_Home,2011-07-28 12:26:02,1.3666666666666667,0,0.0,Thursday,0,12:26:02
Other_Activity,2011-07-28 12:27:24,73.06666666666666,0,0.0,Thursday,0,12:27:24
Other_Activity,2011-07-28 13:42:05,3.533333333333333,0,0.0,Thursday,0,13:42:05
Work_On_Computer,2011-07-28 13:45:37,10.0,0,0.0,Thursday,0,13:45:37
Leave_Home,2011-07-28 13:56:34,7.816666666666666,0,0.0,Thursday,0,13:56:34
Other_Activity,2011-07-28 14:04:23,178.21666666666667,0,0.0,Thursday,0,14:04:23
Work_On_Computer,2011-07-28 17:02:55,47.233333333333334,0,0.0,Thursday,0,17:02:55
Other_Activity,2011-07-28 17:50:09,1.2333333333333334,0,0.0,Thursday,0,17:50:09
Watch_TV,2011-07-28 17:51:55,6.733333333333333,0,0.0,Thursday,0,17:51:55
Watch_TV,2011-07-28 17:58:39,1.3833333333333333,0,0.0,Thursday,0,17:58:39
Other_Activity,2011-07-28 18:00:02,1.8666666666666667,0,0.0,Thursday,0,18:00:02
Other_Activity,2011-07-28 18:02:06,9.916666666666666,0,0.0,Thursday,0,18:02:06
Other_Activity,2011-07-28 18:13:33,4.5,0,0.0,Thursday,0,18:13:33
Watch_TV,2011-07-28 18:18:03,6.816666666666666,0,0.0,Thursday,0,18:18:03
Other_Activity,2011-07-28 18:27:22,8.083333333333334,0,0.0,Thursday,0,18:27:22
Drink,2011-07-28 18:35:47,1.7166666666666666,0,0.0,Thursday,0,18:35:47
Watch_TV,2011-07-28 18:37:38,2.35,0,0.0,Thursday,0,18:37:38
Other_Activity,2011-07-28 18:39:59,4.033333333333333,0,0.0,Thursday,0,18:39:59
Other_Activity,2011-07-28 18:45:25,31.866666666666667,0,0.0,Thursday,0,18:45:25
Work_On_Computer,2011-07-28 19:18:21,12.816666666666666,0,0.0,Thursday,0,19:18:21
Other_Activity,2011-07-28 19:31:10,1.8,0,0.0,Thursday,0,19:31:10
Watch_TV,2011-07-28 19:32:58,27.35,0,0.0,Thursday,0,19:32:58
Work_On_Computer,2011-07-28 20:00:55,55.8,0,0.0,Thursday,0,20:00:55
Work_On_Computer,2011-07-28 20:57:40,9.4,0,0.0,Thursday,0,20:57:40
Other_Activity,2011-07-28 21:07:04,1.3666666666666667,0,0.0,Thursday,0,21:07:04
Step_Out,2011-07-28 21:08:26,1.8166666666666667,0,0.0,Thursday,0,21:08:26
Toilet,2011-07-28 21:10:51,2.05,0,0.0,Thursday,0,21:10:51
Dress,2011-07-28 21:14:08,1.65,0,0.0,Thursday,0,21:14:08
Watch_TV,2011-07-28 21:15:54,134.56666666666666,0,0.0,Thursday,0,21:15:54
Personal_Hygiene,2011-07-28 23:31:12,2.033333333333333,0,0.0,Thursday,0,23:31:12
Other_Activity,2011-07-28 23:33:35,1.4833333333333334,0,0.0,Thursday,0,23:33:35
Sleep,2011-07-28 23:36:08,440.6333333333333,3,6.833333333333343,Thursday,0,23:36:08
Other_Activity,2011-07-29 07:04:55,3.0166666666666666,0,0.0,Friday,0,07:04:55
Bathe,2011-07-29 07:07:56,13.266666666666667,0,0.0,Friday,0,07:07:56
Dress,2011-07-29 07:22:16,7.933333333333334,0,0.0,Friday,0,07:22:16
Other_Activity,2011-07-29 07:30:12,1.2333333333333334,0,0.0,Friday,0,07:30:12
Dress,2011-07-29 07:31:26,2.15,0,0.0,Friday,0,07:31:26
Cook_Breakfast,2011-07-29 07:34:28,3.0,0,0.0,Friday,0,07:34:28
Toilet,2011-07-29 07:37:46,1.5333333333333334,0,0.0,Friday,0,07:37:46
Eat_Breakfast,2011-07-29 07:40:46,23.866666666666667,0,0.0,Friday,0,07:40:46
Wash_Breakfast_Dishes,2011-07-29 08:04:46,1.2,0,0.0,Friday,0,08:04:46
Other_Activity,2011-07-29 08:05:58,1.2666666666666666,0,0.0,Friday,0,08:05:58
Read,2011-07-29 08:07:14,27.3,0,0.0,Friday,0,08:07:14
Toilet,2011-07-29 08:35:34,1.75,0,0.0,Friday,0,08:35:34
Leave_Home,2011-07-29 08:38:17,1.0166666666666666,0,0.0,Friday,0,08:38:17
Other_Activity,2011-07-29 08:39:18,168.76666666666668,0,0.0,Friday,0,08:39:18
Wash_Breakfast_Dishes,2011-07-29 11:28:24,3.65,0,0.0,Friday,0,11:28:24
Other_Activity,2011-07-29 11:32:07,1.7833333333333334,0,0.0,Friday,0,11:32:07
Wash_Dishes,2011-07-29 11:34:49,1.55,0,0.0,Friday,0,11:34:49
Other_Activity,2011-07-29 11:36:33,1.2,0,0.0,Friday,0,11:36:33
Other_Activity,2011-07-29 11:38:40,1.4833333333333334,0,0.0,Friday,0,11:38:40
Work_On_Computer,2011-07-29 11:40:09,45.93333333333333,0,0.0,Friday,0,11:40:09
Other_Activity,2011-07-29 12:26:42,1.0166666666666666,0,0.0,Friday,0,12:26:42
Leave_Home,2011-07-29 12:27:48,1.8833333333333333,0,0.0,Friday,0,12:27:48
Other_Activity,2011-07-29 12:29:41,7.466666666666667,0,0.0,Friday,0,12:29:41
Cook_Lunch,2011-07-29 12:37:39,3.2,0,0.0,Friday,0,12:37:39
Eat_Lunch,2011-07-29 12:41:01,20.383333333333333,0,0.0,Friday,0,12:41:01
Wash_Lunch_Dishes,2011-07-29 13:01:31,3.5,0,0.0,Friday,0,13:01:31
Work_On_Computer,2011-07-29 13:05:34,44.43333333333333,0,0.0,Friday,0,13:05:34
Leave_Home,2011-07-29 13:52:21,7.516666666666667,0,0.0,Friday,0,13:52:21
Other_Activity,2011-07-29 13:59:52,74.65,0,0.0,Friday,0,13:59:52
Work_On_Computer,2011-07-29 15:14:44,29.466666666666665,0,0.0,Friday,0,15:14:44
Read,2011-07-29 15:45:17,8.3,0,0.0,Friday,0,15:45:17
Work_On_Computer,2011-07-29 15:55:10,28.75,0,0.0,Friday,0,15:55:10
Watch_TV,2011-07-29 16:24:57,51.0,0,0.0,Friday,0,16:24:57
Work_On_Computer,2011-07-29 17:16:14,6.583333333333333,0,0.0,Friday,0,17:16:14
Other_Activity,2011-07-29 17:22:49,1.4166666666666667,0,0.0,Friday,0,17:22:49
Work_On_Computer,2011-07-29 17:24:14,34.85,0,0.0,Friday,0,17:24:14
Toilet,2011-07-29 17:59:15,1.85,0,0.0,Friday,0,17:59:15
Dress,2011-07-29 18:01:49,7.316666666666666,0,0.0,Friday,0,18:01:49
Other_Activity,2011-07-29 18:09:08,7.616666666666666,0,0.0,Friday,0,18:09:08
Step_Out,2011-07-29 18:16:45,3.85,0,0.0,Friday,0,18:16:45
Other_Activity,2011-07-29 18:20:42,23.3,0,0.0,Friday,0,18:20:42
Personal_Hygiene,2011-07-29 18:44:04,4.216666666666667,0,0.0,Friday,0,18:44:04
Other_Activity,2011-07-29 18:48:20,3.1666666666666665,0,0.0,Friday,0,18:48:20
Leave_Home,2011-07-29 18:51:30,2.2333333333333334,0,0.0,Friday,0,18:51:30
Other_Activity,2011-07-29 18:53:44,350.78333333333336,0,0.0,Friday,0,18:53:44
Work_On_Computer,2011-07-30 00:45:10,7.5,0,0.0,Saturday,1,00:45:10
Toilet,2011-07-30 00:53:05,3.65,0,0.0,Saturday,1,00:53:05
Dress,2011-07-30 00:58:04,4.733333333333333,0,0.0,Saturday,1,00:58:04
Sleep,2011-07-30 01:03:36,391.6,1,4.783333333333331,Saturday,1,01:03:36
Other_Activity,2011-07-30 07:40:48,2.35,0,0.0,Saturday,1,07:40:48
Personal_Hygiene,2011-07-30 07:43:09,8.016666666666667,0,0.0,Saturday,1,07:43:09
Bathe,2011-07-30 07:51:10,9.15,0,0.0,Saturday,1,07:51:10
Groom,2011-07-30 08:00:29,4.466666666666667,0,0.0,Saturday,1,08:00:29
Dress,2011-07-30 08:05:00,5.1,0,0.0,Saturday,1,08:05:00
Dress,2011-07-30 08:10:43,5.05,0,0.0,Saturday,1,08:10:43
Other_Activity,2011-07-30 08:15:46,1.5,0,0.0,Saturday,1,08:15:46
Morning_Meds,2011-07-30 08:17:27,1.25,0,0.0,Saturday,1,08:17:27
Other_Activity,2011-07-30 08:18:43,2.8,0,0.0,Saturday,1,08:18:43
Personal_Hygiene,2011-07-30 08:21:45,3.3,0,0.0,Saturday,1,08:21:45
Other_Activity,2011-07-30 08:25:07,2.75,0,0.0,Saturday,1,08:25:07
Read,2011-07-30 08:27:56,19.016666666666666,0,0.0,Saturday,1,08:27:56
Cook_Breakfast,2011-07-30 08:48:24,1.5666666666666667,0,0.0,Saturday,1,08:48:24
Eat_Breakfast,2011-07-30 08:50:09,15.333333333333334,0,0.0,Saturday,1,08:50:09
Read,2011-07-30 09:05:29,52.2,0,0.0,Saturday,1,09:05:29
Work_On_Computer,2011-07-30 09:58:30,17.85,0,0.0,Saturday,1,09:58:30
Other_Activity,2011-07-30 10:17:57,1.2,0,0.0,Saturday,1,10:17:57
Drink,2011-07-30 10:19:09,1.4333333333333333,0,0.0,Saturday,1,10:19:09
Work_On_Computer,2011-07-30 10:20:59,71.8,0,0.0,Saturday,1,10:20:59
Toilet,2011-07-30 11:33:16,1.6666666666666667,0,0.0,Saturday,1,11:33:16
Other_Activity,2011-07-30 11:34:58,1.3833333333333333,0,0.0,Saturday,1,11:34:58
Toilet,2011-07-30 11:36:24,1.2666666666666666,0,0.0,Saturday,1,11:36:24
Other_Activity,2011-07-30 11:38:49,3.066666666666667,0,0.0,Saturday,1,11:38:49
Read,2011-07-30 11:43:28,6.683333333333334,0,0.0,Saturday,1,11:43:28
Read,2011-07-30 11:51:08,5.866666666666666,0,0.0,Saturday,1,11:51:08
Toilet,2011-07-30 11:57:11,2.45,0,0.0,Saturday,1,11:57:11
Other_Activity,2011-07-30 11:59:44,2.066666666666667,0,0.0,Saturday,1,11:59:44
Wash_Dishes,2011-07-30 12:01:51,2.75,0,0.0,Saturday,1,12:01:51
Work_On_Computer,2011-07-30 12:04:48,32.28333333333333,0,0.0,Saturday,1,12:04:48
Leave_Home,2011-07-30 12:37:15,2.8,0,0.0,Saturday,1,12:37:15
Other_Activity,2011-07-30 12:40:03,77.18333333333334,0,0.0,Saturday,1,12:40:03
Toilet,2011-07-30 13:58:10,1.0833333333333333,0,0.0,Saturday,1,13:58:10
Wash_Dishes,2011-07-30 13:59:23,5.366666666666666,0,0.0,Saturday,1,13:59:23
Dress,2011-07-30 14:05:14,1.2166666666666666,0,0.0,Saturday,1,14:05:14
Drink,2011-07-30 14:07:33,1.6,0,0.0,Saturday,1,14:07:33
Work_On_Computer,2011-07-30 14:09:21,2.4166666666666665,0,0.0,Saturday,1,14:09:21
Other_Activity,2011-07-30 14:12:53,2.433333333333333,0,0.0,Saturday,1,14:12:53
Work,2011-07-30 14:15:23,5.9,0,0.0,Saturday,1,14:15:23
Groom,2011-07-30 14:21:24,1.5666666666666667,0,0.0,Saturday,1,14:21:24
Leave_Home,2011-07-30 14:23:04,2.75,0,0.0,Saturday,1,14:23:04
Other_Activity,2011-07-30 14:25:49,109.15,0,0.0,Saturday,1,14:25:49
Toilet,2011-07-30 16:15:30,1.55,0,0.0,Saturday,1,16:15:30
Dress,2011-07-30 16:17:09,3.1166666666666667,0,0.0,Saturday,1,16:17:09
Other_Activity,2011-07-30 16:20:16,1.2666666666666666,0,0.0,Saturday,1,16:20:16
Personal_Hygiene,2011-07-30 16:21:36,2.45,0,0.0,Saturday,1,16:21:36
Other_Activity,2011-07-30 16:24:06,2.1666666666666665,0,0.0,Saturday,1,16:24:06
Work,2011-07-30 16:26:16,3.9,0,0.0,Saturday,1,16:26:16
Other_Activity,2011-07-30 16:30:10,1.0333333333333334,0,0.0,Saturday,1,16:30:10
Leave_Home,2011-07-30 16:31:12,2.8666666666666667,0,0.0,Saturday,1,16:31:12
Other_Activity,2011-07-30 16:34:04,354.05,0,0.0,Saturday,1,16:34:04
Evening_Meds,2011-07-30 22:28:23,1.2,0,0.0,Saturday,1,22:28:23
Work_On_Computer,2011-07-30 22:29:42,12.316666666666666,0,0.0,Saturday,1,22:29:42
Work_On_Computer,2011-07-30 22:42:27,18.033333333333335,0,0.0,Saturday,1,22:42:27
Personal_Hygiene,2011-07-30 23:01:00,2.1666666666666665,0,0.0,Saturday,1,23:01:00
Dress,2011-07-30 23:03:31,2.4833333333333334,0,0.0,Saturday,1,23:03:31
Watch_TV,2011-07-30 23:06:05,8.15,0,0.0,Saturday,1,23:06:05
Watch_TV,2011-07-30 23:15:11,5.0,0,0.0,Saturday,1,23:15:11
Sleep,2011-07-30 23:20:11,446.96666666666664,3,10.449999999999996,Saturday,1,23:20:11
Other_Activity,2011-07-31 06:59:00,3.033333333333333,0,0.0,Sunday,1,06:59:00
Dress,2011-07-31 07:02:02,2.783333333333333,0,0.0,Sunday,1,07:02:02
Other_Activity,2011-07-31 07:04:49,2.9833333333333334,0,0.0,Sunday,1,07:04:49
Drink,2011-07-31 07:07:48,2.8333333333333335,0,0.0,Sunday,1,07:07:48
Watch_TV,2011-07-31 07:11:00,66.53333333333333,0,0.0,Sunday,1,07:11:00
Toilet,2011-07-31 08:18:02,1.8666666666666667,0,0.0,Sunday,1,08:18:02
Watch_TV,2011-07-31 08:21:29,3.5,0,0.0,Sunday,1,08:21:29
Other_Activity,2011-07-31 08:24:59,26.15,0,0.0,Sunday,1,08:24:59
Personal_Hygiene,2011-07-31 08:53:16,1.3833333333333333,0,0.0,Sunday,1,08:53:16
Work,2011-07-31 08:54:49,2.7666666666666666,0,0.0,Sunday,1,08:54:49
Leave_Home,2011-07-31 08:57:48,1.1333333333333333,0,0.0,Sunday,1,08:57:48
Other_Activity,2011-07-31 08:58:56,61.016666666666666,0,0.0,Sunday,1,08:58:56
